0	9
9	9
18	9
27	9
36	9
45	9
54	9
63	9
72	9
81	6
87	8
95	8
103	8
110	7
118	7
125	7
131	7
138	6
144	6
150	6
156	6
162	6
168	5
173	5
178	5
184	5
189	5
194	5
199	5
204	5
208	5
213	5
218	4
222	4
226	4
231	4
235	4
239	4
243	4
248	4
252	4
256	4
259	4
263	4
267	4
271	4
275	4
278	4
282	4
286	4
289	4
293	3
296	3
300	3
303	3
307	3
310	3
313	3
317	3
320	3
323	3
326	3
329	3
333	3
336	3
339	3
342	3
345	3
348	3
351	3
354	3
357	3
360	3
363	3
365	3
368	3
371	3
374	3
377	3
380	3
382	3
385	3
388	3
390	3
393	3
396	3
398	3
401	3
404	3
406	3
409	3
411	3
414	3
417	3
419	3
422	2
424	2
427	2
429	2
431	2
434	2
436	2
439	2
441	2
444	2
446	2
448	2
451	2
453	2
455	2
458	2
460	2
462	2
464	2
467	2
469	2
471	2
473	2
476	2
478	2
480	2
482	2
485	2
487	2
489	2
491	2
493	2
495	2
497	2
500	2
502	2
504	2
506	2
508	2
510	2
512	2
514	2
516	2
518	2
520	2
522	2
524	2
526	2
528	2
530	2
532	2
534	2
536	2
538	2
540	2
542	2
544	2
546	2
548	2
550	2
552	2
554	2
556	2
558	2
559	2
561	2
563	2
565	2
567	2
569	2
571	2
573	2
574	2
576	2
578	2
580	2
582	2
583	2
585	2
587	2
589	2
591	2
592	2
594	2
596	2
598	2
600	2
601	2
603	2
605	2
607	2
608	2
610	2
612	2
613	2
615	2
617	2
619	2
620	2
622	2
624	2
625	2
627	2
629	2
630	2
632	2
634	2
635	2
637	2
639	2
640	2
642	2
644	2
645	2
647	2
649	2
650	2
652	2
653	2
655	2
657	2
658	2
660	2
661	2
663	2
665	2
666	2
668	2
669	2
671	2
672	2
674	2
676	2
677	2
679	2
680	2
682	2
683	2
685	2
686	2
688	2
689	2
691	2
692	2
694	2
695	2
697	2
698	2
700	1
701	1
703	1
704	1
706	1
707	1
709	1
710	1
712	1
713	1
715	1
716	1
718	1
719	1
721	1
722	1
724	1
725	1
726	1
728	1
729	1
731	1
732	1
734	1
735	1
736	1
738	1
739	1
741	1
742	1
743	1
745	1
746	1
748	1
749	1
750	1
752	1
753	1
755	1
756	1
757	1
759	1
760	1
762	1
763	1
764	1
766	1
767	1
768	1
770	1
771	1
772	1
774	1
775	1
776	1
778	1
779	1
780	1
782	1
783	1
784	1
786	1
787	1
788	1
790	1
791	1
792	1
794	1
795	1
796	1
798	1
799	1
800	1
802	1
803	1
804	1
805	1
807	1
808	1
809	1
811	1
812	1
813	1
814	1
816	1
817	1
818	1
820	1
821	1
822	1
823	1
825	1
826	1
827	1
828	1
830	1
831	1
832	1
833	1
835	1
836	1
837	1
838	1
840	1
841	1
842	1
843	1
844	1
846	1
847	1
848	1
849	1
851	1
852	1
853	1
854	1
855	1
857	1
858	1
859	1
860	1
861	1
863	1
864	1
865	1
866	1
867	1
869	1
870	1
871	1
872	1
873	1
875	1
876	1
877	1
878	1
879	1
881	1
882	1
883	1
884	1
885	1
886	1
888	1
889	1
890	1
891	1
892	1
893	1
894	1
896	1
897	1
898	1
899	1
900	1
901	1
903	1
904	1
905	1
906	1
907	1
908	1
909	1
910	1
912	1
913	1
914	1
915	1
916	1
917	1
918	1
920	1
921	1
922	1
923	1
924	1
925	1
926	1
927	1
928	1
930	1
931	1
932	1
933	1
934	1
935	1
936	1
937	1
938	1
939	1
941	1
942	1
943	1
944	1
945	1
946	1
947	1
948	1
949	1
950	1
951	1
952	1
954	1
955	1
956	1
957	1
958	1
959	1
960	1
961	1
962	1
963	1
964	1
965	1
966	1
967	1
969	1
970	1
971	1
972	1
973	1
974	1
975	1
976	1
977	1
978	1
979	1
980	1
981	1
982	1
983	1
984	1
985	1
986	1
987	1
988	1
989	1
990	1
992	1
993	1
994	1
995	1
996	1
997	1
998	1
999	1
1000	1
1001	1
1002	1
1003	1
1004	1
1005	1
1006	1
1007	1
1008	1
1009	1
1010	1
1011	1
1012	1
1013	1
1014	1
1015	1
1016	1
1017	1
1018	1
1019	1
1020	1
1021	1
1022	1

